"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2017/01/07","16:30","2.654","-","2.708"
"2017/01/07","16:36","2.705","-","2.765"
"2017/01/07","16:42","2.755","-","2.818"
"2017/01/07","16:48","2.806","-","2.869"
"2017/01/07","16:54","2.857","-","2.921"
"2017/01/07","17:00","2.907","-","2.976"
"2017/01/07","17:06","2.957","-","3.023"
"2017/01/07","17:12","3.006","-","3.073"
"2017/01/07","17:18","3.055","-","3.125"
"2017/01/07","17:24","3.103","-","3.174"
"2017/01/07","17:30","3.151","-","3.221"
"2017/01/07","17:36","3.197","-","3.275"
"2017/01/07","17:42","3.242","-","3.318"
"2017/01/07","17:48","3.287","-","3.358"
"2017/01/07","17:54","3.329","-","3.399"
"2017/01/07","18:00","3.37","-","3.44"
"2017/01/07","18:06","3.41","-","3.488"
"2017/01/07","18:12","3.448","-","3.525"
"2017/01/07","18:18","3.484","-","3.563"
"2017/01/07","18:24","3.518","-","3.599"
"2017/01/07","18:30","3.55","-","3.627"
"2017/01/07","18:36","3.579","-","3.665"
"2017/01/07","18:42","3.606","-","3.69"
"2017/01/07","18:48","3.631","-","3.718"
"2017/01/07","18:54","3.653","-","3.739"
"2017/01/07","19:00","3.673","-","3.76"
"2017/01/07","19:06","3.689","-","3.772"
"2017/01/07","19:12","3.703","-","3.786"
"2017/01/07","19:18","3.714","-","3.798"
"2017/01/07","19:24","3.722","-","3.806"
"2017/01/07","19:30","3.727","-","3.808"
"2017/01/07","19:36","3.728","-","3.812"
"2017/01/07","19:42","3.727","-","3.804"
"2017/01/07","19:48","3.723","-","3.799"
"2017/01/07","19:54","3.715","-","3.792"
"2017/01/07","20:00","3.705","-","3.783"
"2017/01/07","20:06","3.691","-","3.768"
"2017/01/07","20:12","3.675","-","3.752"
"2017/01/07","20:18","3.655","-","3.735"
"2017/01/07","20:24","3.632","-","3.713"
"2017/01/07","20:30","3.607","-","3.688"
"2017/01/07","20:36","3.578","-","3.659"
"2017/01/07","20:42","3.547","-","3.63"
"2017/01/07","20:48","3.513","-","3.6"
"2017/01/07","20:54","3.477","-","3.565"
"2017/01/07","21:00","3.437","-","3.534"
"2017/01/07","21:06","3.396","-","3.494"
"2017/01/07","21:12","3.351","-","3.452"
"2017/01/07","21:18","3.305","-","3.41"
"2017/01/07","21:24","3.256","-","3.367"
"2017/01/07","21:30","3.205","-","3.323"
"2017/01/07","21:36","3.152","-","3.282"
"2017/01/07","21:42","3.096","-","3.234"
"2017/01/07","21:48","3.039","-","3.186"
"2017/01/07","21:54","2.98","-","3.131"
"2017/01/07","22:00","2.919","-","3.068"
"2017/01/07","22:06","2.857","-","3.009"
"2017/01/07","22:12","2.792","-","2.944"
"2017/01/07","22:18","2.727","-","2.885"
"2017/01/07","22:24","2.66","-","2.818"
"2017/01/07","22:30","2.591","-","2.75"
"2017/01/07","22:36","2.521","-","2.68"
"2017/01/07","22:42","2.45","-","2.598"
"2017/01/07","22:48","2.378","-","2.513"
"2017/01/07","22:54","2.305","-","2.443"
"2017/01/07","23:00","2.231","-","2.363"
"2017/01/07","23:06","2.156","-","2.286"
"2017/01/07","23:12","2.081","-","2.208"
"2017/01/07","23:18","2.005","-","2.118"
"2017/01/07","23:24","1.929","-","2.035"
"2017/01/07","23:30","1.853","-","1.953"
"2017/01/07","23:36","1.777","-","1.874"
"2017/01/07","23:42","1.7","-","1.793"
"2017/01/07","23:48","1.624","-","1.717"
"2017/01/07","23:54","1.549","-","1.635"
"2017/01/08","00:00","1.474","-","1.554"
"2017/01/08","00:06","1.399","-","1.473"
"2017/01/08","00:12","1.326","-","1.39"
"2017/01/08","00:18","1.254","-","1.324"
"2017/01/08","00:24","1.183","-","1.248"
"2017/01/08","00:30","1.114","-","1.177"
"2017/01/08","00:36","1.046","-","1.113"
"2017/01/08","00:42","0.98","-","1.045"
"2017/01/08","00:48","0.916","-","0.981"
"2017/01/08","00:54","0.855","-","0.918"
"2017/01/08","01:00","0.796","-","0.866"
"2017/01/08","01:06","0.739","-","0.81"
"2017/01/08","01:12","0.685","-","0.751"
"2017/01/08","01:18","0.634","-","0.7"
"2017/01/08","01:24","0.586","-","0.652"
"2017/01/08","01:30","0.541","-","0.604"
"2017/01/08","01:36","0.5","-","0.57"
"2017/01/08","01:42","0.461","-","0.522"
"2017/01/08","01:48","0.426","-","0.481"
"2017/01/08","01:54","0.395","-","0.456"
"2017/01/08","02:00","0.367","-","0.43"
"2017/01/08","02:06","0.342","-","0.382"
"2017/01/08","02:12","0.321","-","0.373"
"2017/01/08","02:18","0.304","-","0.355"
"2017/01/08","02:24","0.29","-","0.335"
"2017/01/08","02:30","0.28","-","0.322"
"2017/01/08","02:36","0.274","-","0.326"
"2017/01/08","02:42","0.271","-","0.324"
"2017/01/08","02:48","0.271","-","0.322"
"2017/01/08","02:54","0.275","-","0.328"
"2017/01/08","03:00","0.282","-","0.334"
"2017/01/08","03:06","0.293","-","0.34"
"2017/01/08","03:12","0.306","-","0.357"
"2017/01/08","03:18","0.323","-","0.378"
"2017/01/08","03:24","0.343","-","0.401"
"2017/01/08","03:30","0.366","-","0.425"
"2017/01/08","03:36","0.391","-","0.446"
"2017/01/08","03:42","0.42","-","0.467"
"2017/01/08","03:48","0.451","-","0.501"
"2017/01/08","03:54","0.484","-","0.532"
"2017/01/08","04:00","0.52","-","0.571"
"2017/01/08","04:06","0.558","-","0.602"
"2017/01/08","04:12","0.598","-","0.643"
"2017/01/08","04:18","0.641","-","0.676"
"2017/01/08","04:24","0.685","-","0.708"
"2017/01/08","04:30","0.731","-","0.748"
"2017/01/08","04:36","0.779","-","0.79"
"2017/01/08","04:42","0.829","-","0.837"
"2017/01/08","04:48","0.88","-","0.885"
"2017/01/08","04:54","0.932","-","0.937"
"2017/01/08","05:00","0.986","-","0.986"
"2017/01/08","05:06","1.041","-","1.032"
"2017/01/08","05:12","1.097","-","1.096"
"2017/01/08","05:18","1.153","-","1.152"
"2017/01/08","05:24","1.211","-","1.205"
"2017/01/08","05:30","1.269","-","1.263"
"2017/01/08","05:36","1.328","-","1.319"
"2017/01/08","05:42","1.387","-","1.374"
"2017/01/08","05:48","1.447","-","1.442"
"2017/01/08","05:54","1.507","-","1.499"
"2017/01/08","06:00","1.567","-","1.561"
"2017/01/08","06:06","1.626","-","1.625"
"2017/01/08","06:12","1.686","-","1.69"
"2017/01/08","06:18","1.745","-","1.751"
"2017/01/08","06:24","1.803","-","1.809"
"2017/01/08","06:30","1.861","-","1.866"
"2017/01/08","06:36","1.918","-","1.928"
"2017/01/08","06:42","1.974","-","1.979"
"2017/01/08","06:48","2.029","-","2.036"
"2017/01/08","06:54","2.083","-","2.097"
"2017/01/08","07:00","2.135","-","2.145"
"2017/01/08","07:06","2.186","-","2.201"
"2017/01/08","07:12","2.236","-","2.245"
"2017/01/08","07:18","2.284","-","2.305"
"2017/01/08","07:24","2.33","-","2.35"
"2017/01/08","07:30","2.374","-","2.4"
"2017/01/08","07:36","2.417","-","2.443"
"2017/01/08","07:42","2.457","-","2.485"
"2017/01/08","07:48","2.496","-","2.522"
"2017/01/08","07:54","2.532","-","2.558"
"2017/01/08","08:00","2.567","-","2.595"
"2017/01/08","08:06","2.599","-","2.629"
"2017/01/08","08:12","2.629","-","2.659"
"2017/01/08","08:18","2.657","-","2.693"
"2017/01/08","08:24","2.683","-","2.719"
"2017/01/08","08:30","2.706","-","2.739"
"2017/01/08","08:36","2.728","-","2.77"
"2017/01/08","08:42","2.747","-","2.782"
"2017/01/08","08:48","2.765","-","2.804"
"2017/01/08","08:54","2.78","-","2.819"
"2017/01/08","09:00","2.793","-","2.834"
"2017/01/08","09:06","2.805","-","2.851"
"2017/01/08","09:12","2.814","-","2.856"
"2017/01/08","09:18","2.822","-","2.871"
"2017/01/08","09:24","2.828","-","2.866"
"2017/01/08","09:30","2.832","-","2.878"
"2017/01/08","09:36","2.834","-","2.879"
"2017/01/08","09:42","2.835","-","2.876"
"2017/01/08","09:48","2.834","-","2.877"
"2017/01/08","09:54","2.831","-","2.873"
"2017/01/08","10:00","2.827","-","2.871"
"2017/01/08","10:06","2.821","-","2.863"
"2017/01/08","10:12","2.814","-","2.857"
"2017/01/08","10:18","2.806","-","2.841"
"2017/01/08","10:24","2.796","-","2.844"
"2017/01/08","10:30","2.785","-","2.828"
"2017/01/08","10:36","2.772","-","2.823"
"2017/01/08","10:42","2.759","-","2.805"
"2017/01/08","10:48","2.743","-","2.793"
"2017/01/08","10:54","2.727","-","2.776"
"2017/01/08","11:00","2.71","-","2.759"
"2017/01/08","11:06","2.691","-","2.741"
"2017/01/08","11:12","2.671","-","2.725"
"2017/01/08","11:18","2.65","-","2.695"
"2017/01/08","11:24","2.628","-","2.69"
"2017/01/08","11:30","2.605","-","2.67"
"2017/01/08","11:36","2.581","-","2.644"
"2017/01/08","11:42","2.557","-","2.612"
"2017/01/08","11:48","2.531","-","2.602"
"2017/01/08","11:54","2.505","-","2.575"
"2017/01/08","12:00","2.478","-","2.544"
"2017/01/08","12:06","2.451","-","2.522"
"2017/01/08","12:12","2.423","-","2.509"
"2017/01/08","12:18","2.395","-","2.47"
"2017/01/08","12:24","2.366","-","2.445"
"2017/01/08","12:30","2.338","-","2.429"
"2017/01/08","12:36","2.31","-","2.386"
"2017/01/08","12:42","2.281","-","2.362"
"2017/01/08","12:48","2.253","-","2.334"
"2017/01/08","12:54","2.226","-","2.309"
"2017/01/08","13:00","2.199","-","2.281"
"2017/01/08","13:06","2.173","-","2.256"
"2017/01/08","13:12","2.148","-","2.225"
"2017/01/08","13:18","2.123","-","2.202"
"2017/01/08","13:24","2.1","-","2.186"
"2017/01/08","13:30","2.078","-","2.157"
"2017/01/08","13:36","2.058","-","2.131"
"2017/01/08","13:42","2.039","-","2.125"
"2017/01/08","13:48","2.022","-","2.11"
"2017/01/08","13:54","2.007","-","2.087"
"2017/01/08","14:00","1.993","-","2.074"
"2017/01/08","14:06","1.982","-","2.052"
"2017/01/08","14:12","1.972","-","2.046"
"2017/01/08","14:18","1.965","-","2.045"
"2017/01/08","14:24","1.959","-","2.035"
"2017/01/08","14:30","1.956","-","2.033"
"2017/01/08","14:36","1.956","-","2.036"
"2017/01/08","14:42","1.957","-","2.038"
"2017/01/08","14:48","1.961","-","2.038"
"2017/01/08","14:54","1.967","-","2.037"
"2017/01/08","15:00","1.975","-","2.051"
"2017/01/08","15:06","1.986","-","2.066"
"2017/01/08","15:12","1.999","-","2.076"
"2017/01/08","15:18","2.014","-","2.087"
"2017/01/08","15:24","2.031","-","2.111"
"2017/01/08","15:30","2.05","-","2.119"
"2017/01/08","15:36","2.072","-","2.154"
"2017/01/08","15:42","2.095","-","2.181"
"2017/01/08","15:48","2.12","-","2.209"
"2017/01/08","15:54","2.148","-","2.229"
"2017/01/08","16:00","2.177","-","2.254"
"2017/01/08","16:06","2.207","-","2.296"
"2017/01/08","16:12","2.24","-","2.327"
"2017/01/08","16:18","2.274","-","2.364"
"2017/01/08","16:24","2.309","-","2.404"
"2017/01/08","16:30","2.346","-","2.443"
"2017/01/08","16:36","2.384","-","2.47"
"2017/01/08","16:42","2.423","-","2.512"
"2017/01/08","16:48","2.464","-","2.556"
"2017/01/08","16:54","2.505","-","2.592"
"2017/01/08","17:00","2.547","-","2.65"
"2017/01/08","17:06","2.591","-","2.689"
"2017/01/08","17:12","2.635","-","2.734"
"2017/01/08","17:18","2.679","-","2.777"
"2017/01/08","17:24","2.725","-","2.815"
"2017/01/08","17:30","2.77","-","2.87"
"2017/01/08","17:36","2.816","-","2.913"
"2017/01/08","17:42","2.863","-","2.957"
"2017/01/08","17:48","2.909","-","2.995"
"2017/01/08","17:54","2.955","-","3.048"
"2017/01/08","18:00","3.001","-","3.087"
"2017/01/08","18:06","3.047","-","3.132"
"2017/01/08","18:12","3.093","-","3.179"
"2017/01/08","18:18","3.138","-","3.23"
"2017/01/08","18:24","3.182","-","3.273"
"2017/01/08","18:30","3.226","-","3.326"
"2017/01/08","18:36","3.269","-","3.372"
"2017/01/08","18:42","3.31","-","3.409"
"2017/01/08","18:48","3.351","-","3.458"
"2017/01/08","18:54","3.389","-","3.488"
"2017/01/08","19:00","3.427","-","3.522"
"2017/01/08","19:06","3.463","-","3.558"
"2017/01/08","19:12","3.496","-","3.598"
"2017/01/08","19:18","3.528","-","3.623"
"2017/01/08","19:24","3.558","-","3.666"
"2017/01/08","19:30","3.585","-","3.688"
"2017/01/08","19:36","3.611","-","3.713"
"2017/01/08","19:42","3.633","-","3.742"
"2017/01/08","19:48","3.653","-","3.766"
"2017/01/08","19:54","3.67","-","3.79"
"2017/01/08","20:00","3.685","-","3.803"
"2017/01/08","20:06","3.697","-","3.82"
"2017/01/08","20:12","3.705","-","3.831"
"2017/01/08","20:18","3.711","-","3.845"
"2017/01/08","20:24","3.713","-","3.851"
"2017/01/08","20:30","3.713","-","3.853"
"2017/01/08","20:36","3.709","-","3.843"
"2017/01/08","20:42","3.702","-","3.855"
"2017/01/08","20:48","3.692","-","3.852"
"2017/01/08","20:54","3.679","-","3.838"
"2017/01/08","21:00","3.662","-","3.826"
"2017/01/08","21:06","3.642","-","3.8"
"2017/01/08","21:12","3.62","-","3.782"
"2017/01/08","21:18","3.594","-","3.757"
"2017/01/08","21:24","3.565","-","3.743"
"2017/01/08","21:30","3.533","-","3.725"
"2017/01/08","21:36","3.498","-","3.685"
"2017/01/08","21:42","3.461","-","3.648"
"2017/01/08","21:48","3.42","-","3.628"
"2017/01/08","21:54","3.377","-","3.576"
"2017/01/08","22:00","3.331","-","3.536"
"2017/01/08","22:06","3.282","-","3.506"
"2017/01/08","22:12","3.231","-","3.457"
"2017/01/08","22:18","3.178","-","3.421"
"2017/01/08","22:24","3.122","-","3.361"
"2017/01/08","22:30","3.064","-","3.313"
"2017/01/08","22:36","3.003","-","3.264"
"2017/01/08","22:42","2.94","-","3.2"
"2017/01/08","22:48","2.876","-","3.151"
"2017/01/08","22:54","2.809","-","3.094"
"2017/01/08","23:00","2.741","-","3.016"
"2017/01/08","23:06","2.67","-","2.96"
"2017/01/08","23:12","2.598","-","2.88"
"2017/01/08","23:18","2.524","-","2.808"
"2017/01/08","23:24","2.449","-","2.74"
"2017/01/08","23:30","2.372","-","2.658"
"2017/01/08","23:36","2.294","-","2.592"
"2017/01/08","23:42","2.215","-","2.505"
"2017/01/08","23:48","2.134","-","2.417"
"2017/01/08","23:54","2.053","-","2.334"
"2017/01/09","00:00","1.97","-","2.25"
"2017/01/09","00:06","1.887","-","2.152"
"2017/01/09","00:12","1.803","-","2.072"
"2017/01/09","00:18","1.719","-","1.984"
"2017/01/09","00:24","1.635","-","1.884"
"2017/01/09","00:30","1.55","-","1.796"
"2017/01/09","00:36","1.465","-","1.718"
"2017/01/09","00:42","1.381","-","1.621"
"2017/01/09","00:48","1.297","-","1.547"
"2017/01/09","00:54","1.214","-","1.463"
"2017/01/09","01:00","1.131","-","1.378"
"2017/01/09","01:06","1.05","-","1.301"
"2017/01/09","01:12","0.969","-","1.199"
"2017/01/09","01:18","0.891","-","1.128"
"2017/01/09","01:24","0.813","-","1.046"
"2017/01/09","01:30","0.738","-","0.967"
"2017/01/09","01:36","0.665","-","0.902"
"2017/01/09","01:42","0.593","-","0.833"
"2017/01/09","01:48","0.525","-","0.762"
"2017/01/09","01:54","0.459","-","0.691"
"2017/01/09","02:00","0.396","-","0.628"
"2017/01/09","02:06","0.336","-","0.565"
"2017/01/09","02:12","0.279","-","0.508"
"2017/01/09","02:18","0.225","-","0.446"
"2017/01/09","02:24","0.175","-","0.412"
"2017/01/09","02:30","0.128","-","0.358"
"2017/01/09","02:36","0.085","-","0.307"
"2017/01/09","02:42","0.046","-","0.268"
"2017/01/09","02:48","0.011","-","0.238"
"2017/01/09","02:54","-0.021","-","0.198"
"2017/01/09","03:00","-0.048","-","0.185"
"2017/01/09","03:06","-0.071","-","0.149"
"2017/01/09","03:12","-0.09","-","0.149"
"2017/01/09","03:18","-0.105","-","0.126"
"2017/01/09","03:24","-0.116","-","0.105"
"2017/01/09","03:30","-0.123","-","0.091"
"2017/01/09","03:36","-0.126","-","0.102"
"2017/01/09","03:42","-0.125","-","0.091"
"2017/01/09","03:48","-0.119","-","0.094"
"2017/01/09","03:54","-0.11","-","0.116"
"2017/01/09","04:00","-0.097","-","0.129"
"2017/01/09","04:06","-0.081","-","0.147"
"2017/01/09","04:12","-0.06","-","0.181"
"2017/01/09","04:18","-0.037","-","0.201"
"2017/01/09","04:24","-0.009","-","0.236"
"2017/01/09","04:30","0.022","-","0.26"
"2017/01/09","04:36","0.056","-","0.303"
"2017/01/09","04:42","0.093","-","0.358"
"2017/01/09","04:48","0.133","-","0.377"
"2017/01/09","04:54","0.176","-","0.418"
"2017/01/09","05:00","0.222","-","0.454"
"2017/01/09","05:06","0.27","-","0.506"
"2017/01/09","05:12","0.322","-","0.547"
"2017/01/09","05:18","0.375","-","0.594"
"2017/01/09","05:24","0.431","-","0.658"
"2017/01/09","05:30","0.489","-","0.705"
"2017/01/09","05:36","0.549","-","0.749"
"2017/01/09","05:42","0.611","-","0.803"
"2017/01/09","05:48","0.674","-","0.869"
"2017/01/09","05:54","0.74","-","0.934"
"2017/01/09","06:00","0.806","-","0.99"
"2017/01/09","06:06","0.874","-","1.068"
"2017/01/09","06:12","0.944","-","1.135"
"2017/01/09","06:18","1.014","-","1.208"
"2017/01/09","06:24","1.085","-","1.281"
"2017/01/09","06:30","1.157","-","1.352"
"2017/01/09","06:36","1.23","-","1.436"
"2017/01/09","06:42","1.303","-","1.51"
"2017/01/09","06:48","1.376","-","1.585"
"2017/01/09","06:54","1.449","-","1.656"
"2017/01/09","07:00","1.522","-","1.732"
"2017/01/09","07:06","1.595","-","1.804"
"2017/01/09","07:12","1.668","-","1.884"
"2017/01/09","07:18","1.74","-","1.962"
"2017/01/09","07:24","1.812","-","2.038"
"2017/01/09","07:30","1.882","-","2.11"
"2017/01/09","07:36","1.952","-","2.175"
"2017/01/09","07:42","2.021","-","2.244"
"2017/01/09","07:48","2.088","-","2.314"
"2017/01/09","07:54","2.154","-","2.382"
"2017/01/09","08:00","2.218","-","2.452"
"2017/01/09","08:06","2.281","-","2.515"
"2017/01/09","08:12","2.341","-","2.578"
"2017/01/09","08:18","2.4","-","2.642"
"2017/01/09","08:24","2.457","-","2.703"
"2017/01/09","08:30","2.512","-","2.751"
"2017/01/09","08:36","2.565","-","2.808"
"2017/01/09","08:42","2.616","-","2.862"
"2017/01/09","08:48","2.664","-","2.912"
"2017/01/09","08:54","2.71","-","2.955"
"2017/01/09","09:00","2.754","-","3.005"
"2017/01/09","09:06","2.796","-","3.045"
"2017/01/09","09:12","2.835","-","3.076"
"2017/01/09","09:18","2.871","-","3.116"
"2017/01/09","09:24","2.906","-","3.157"
"2017/01/09","09:30","2.938","-","3.179"
"2017/01/09","09:36","2.968","-","3.21"
"2017/01/09","09:42","2.995","-","3.23"
"2017/01/09","09:48","3.02","-","3.256"
"2017/01/09","09:54","3.043","-","3.268"
"2017/01/09","10:00","3.064","-","3.28"
"2017/01/09","10:06","3.082","-","3.297"
"2017/01/09","10:12","3.099","-","3.316"
"2017/01/09","10:18","3.113","-","3.322"
"2017/01/09","10:24","3.125","-","3.329"
"2017/01/09","10:30","3.135","-","3.339"
"2017/01/09","10:36","3.144","-","3.346"
"2017/01/09","10:42","3.15","-","3.351"
"2017/01/09","10:48","3.154","-","3.357"
"2017/01/09","10:54","3.157","-","3.358"
"2017/01/09","11:00","3.157","-","3.358"
"2017/01/09","11:06","3.156","-","3.346"
"2017/01/09","11:12","3.153","-","3.35"
"2017/01/09","11:18","3.148","-","3.347"
"2017/01/09","11:24","3.141","-","3.337"
"2017/01/09","11:30","3.133","-","3.328"
"2017/01/09","11:36","3.123","-","3.32"
"2017/01/09","11:42","3.111","-","3.305"
"2017/01/09","11:48","3.097","-","3.29"
"2017/01/09","11:54","3.082","-","3.284"
"2017/01/09","12:00","3.065","-","3.267"
"2017/01/09","12:06","3.047","-","3.252"
"2017/01/09","12:12","3.026","-","3.235"
"2017/01/09","12:18","3.005","-","3.221"
"2017/01/09","12:24","2.982","-","3.199"
"2017/01/09","12:30","2.957","-","3.178"
"2017/01/09","12:36","2.931","-","3.162"
"2017/01/09","12:42","2.904","-","3.139"
"2017/01/09","12:48","2.876","-","3.113"
"2017/01/09","12:54","2.847","-","3.088"
"2017/01/09","13:00","2.816","-","3.066"
"2017/01/09","13:06","2.785","-","3.037"
"2017/01/09","13:12","2.753","-","3.013"
"2017/01/09","13:18","2.721","-","2.981"
"2017/01/09","13:24","2.687","-","2.957"
"2017/01/09","13:30","2.654","-","2.924"
"2017/01/09","13:36","2.62","-","2.89"
"2017/01/09","13:42","2.587","-","2.867"
"2017/01/09","13:48","2.553","-","2.831"
"2017/01/09","13:54","2.52","-","2.802"
"2017/01/09","14:00","2.487","-","2.767"
"2017/01/09","14:06","2.455","-","2.736"
"2017/01/09","14:12","2.423","-","2.709"
"2017/01/09","14:18","2.393","-","2.678"
"2017/01/09","14:24","2.363","-","2.647"
"2017/01/09","14:30","2.335","-","2.625"
"2017/01/09","14:36","2.308","-","2.595"
"2017/01/09","14:42","2.283","-","2.568"
"2017/01/09","14:48","2.259","-","2.544"
"2017/01/09","14:54","2.237","-","2.519"
"2017/01/09","15:00","2.217","-","2.499"
"2017/01/09","15:06","2.199","-","2.486"
"2017/01/09","15:12","2.183","-","2.471"
"2017/01/09","15:18","2.169","-","2.457"
"2017/01/09","15:24","2.157","-","2.445"
"2017/01/09","15:30","2.148","-","2.429"
"2017/01/09","15:36","2.141","-","2.425"
"2017/01/09","15:42","2.136","-","2.415"
"2017/01/09","15:48","2.134","-","2.41"
"2017/01/09","15:54","2.134","-","2.409"
"2017/01/09","16:00","2.136","-","2.411"
"2017/01/09","16:06","2.141","-","2.413"
"2017/01/09","16:12","2.148","-","2.417"
"2017/01/09","16:18","2.158","-","2.42"
"2017/01/09","16:24","2.17","-","2.431"
"2017/01/09","16:30","2.184","-","2.442"
"2017/01/09","16:36","2.2","-","2.461"
"2017/01/09","16:42","2.219","-","2.48"
"2017/01/09","16:48","2.239","-","2.496"
"2017/01/09","16:54","2.262","-","2.513"
"2017/01/09","17:00","2.287","-","2.534"
"2017/01/09","17:06","2.313","-","2.554"
"2017/01/09","17:12","2.342","-","2.583"
"2017/01/09","17:18","2.372","-","2.615"
"2017/01/09","17:24","2.404","-","2.647"
"2017/01/09","17:30","2.437","-","2.678"
"2017/01/09","17:36","2.472","-","2.708"
"2017/01/09","17:42","2.508","-","2.739"
"2017/01/09","17:48","2.546","-","2.768"
"2017/01/09","17:54","2.585","-","2.8"
"2017/01/09","18:00","2.625","-","2.837"
"2017/01/09","18:06","2.666","-","2.876"
"2017/01/09","18:12","2.708","-","2.911"
"2017/01/09","18:18","2.75","-","2.951"
"2017/01/09","18:24","2.794","-","2.988"
"2017/01/09","18:30","2.838","-","3.027"
"2017/01/09","18:36","2.882","-","3.064"
"2017/01/09","18:42","2.927","-","3.103"
"2017/01/09","18:48","2.972","-","3.14"
"2017/01/09","18:54","3.017","-","3.176"
"2017/01/09","19:00","3.061","-","3.214"
"2017/01/09","19:06","3.106","-","3.251"
"2017/01/09","19:12","3.15","-","3.291"
"2017/01/09","19:18","3.193","-","3.327"
"2017/01/09","19:24","3.236","-","3.363"
"2017/01/09","19:30","3.278","-","3.399"
"2017/01/09","19:36","3.319","-","3.433"
"2017/01/09","19:42","3.359","-","3.466"
"2017/01/09","19:48","3.397","-","3.5"
"2017/01/09","19:54","3.433","-","3.53"
"2017/01/09","20:00","3.468","-","3.562"
"2017/01/09","20:06","3.501","-","3.591"
"2017/01/09","20:12","3.532","-","3.62"
"2017/01/09","20:18","3.561","-","3.646"
"2017/01/09","20:24","3.588","-","3.669"
"2017/01/09","20:30","3.612","-","3.692"
"2017/01/09","20:36","3.634","-","3.713"
"2017/01/09","20:42","3.652","-","3.732"
"2017/01/09","20:48","3.668","-","3.747"
"2017/01/09","20:54","3.682","-","3.756"
"2017/01/09","21:00","3.692","-","3.771"
"2017/01/09","21:06","3.699","-","3.78"
"2017/01/09","21:12","3.703","-","3.79"
"2017/01/09","21:18","3.703","-","3.79"
"2017/01/09","21:24","3.701","-","3.792"
"2017/01/09","21:30","3.695","-","3.788"
"2017/01/09","21:36","3.686","-","3.778"
"2017/01/09","21:42","3.673","-","3.772"
"2017/01/09","21:48","3.657","-","3.754"
"2017/01/09","21:54","3.638","-","3.74"
"2017/01/09","22:00","3.616","-","3.718"
"2017/01/09","22:06","3.59","-","3.701"
"2017/01/09","22:12","3.561","-","3.673"
"2017/01/09","22:18","3.529","-","3.643"
"2017/01/09","22:24","3.493","-","3.611"
"2017/01/09","22:30","3.455","-","3.578"
"2017/01/09","22:36","3.414","-","3.54"
"2017/01/09","22:42","3.369","-","3.5"
"2017/01/09","22:48","3.322","-","3.457"
"2017/01/09","22:54","3.272","-","3.416"
"2017/01/09","23:00","3.219","-","3.366"
"2017/01/09","23:06","3.163","-","3.315"
"2017/01/09","23:12","3.105","-","3.264"
"2017/01/09","23:18","3.044","-","3.21"
"2017/01/09","23:24","2.98","-","3.154"
"2017/01/09","23:30","2.914","-","3.094"
"2017/01/09","23:36","2.846","-","3.036"
"2017/01/09","23:42","2.776","-","2.965"
"2017/01/09","23:48","2.703","-","2.901"
"2017/01/09","23:54","2.629","-","2.824"
"2017/01/10","00:00","2.552","-","2.749"
"2017/01/10","00:06","2.473","-","2.675"
"2017/01/10","00:12","2.393","-","2.599"
"2017/01/10","00:18","2.311","-","2.516"
"2017/01/10","00:24","2.227","-","2.434"
"2017/01/10","00:30","2.142","-","2.346"
"2017/01/10","00:36","2.055","-","2.253"
"2017/01/10","00:42","1.967","-","2.164"
"2017/01/10","00:48","1.878","-","2.075"
"2017/01/10","00:54","1.788","-","1.983"
"2017/01/10","01:00","1.697","-","1.89"
"2017/01/10","01:06","1.606","-","1.805"
"2017/01/10","01:12","1.514","-","1.707"
"2017/01/10","01:18","1.422","-","1.609"
"2017/01/10","01:24","1.329","-","1.513"
"2017/01/10","01:30","1.237","-","1.417"
"2017/01/10","01:36","1.145","-","1.33"
"2017/01/10","01:42","1.054","-","1.237"
"2017/01/10","01:48","0.963","-","1.146"
"2017/01/10","01:54","0.873","-","1.059"
"2017/01/10","02:00","0.784","-","0.972"
"2017/01/10","02:06","0.697","-","0.884"
"2017/01/10","02:12","0.611","-","0.794"
"2017/01/10","02:18","0.527","-","0.716"
"2017/01/10","02:24","0.446","-","0.633"
"2017/01/10","02:30","0.366","-","0.549"
"2017/01/10","02:36","0.29","-","0.476"
"2017/01/10","02:42","0.215","-","0.401"
"2017/01/10","02:48","0.144","-","0.339"
"2017/01/10","02:54","0.077","-","0.274"
"2017/01/10","03:00","0.012","-","0.212"
"2017/01/10","03:06","-0.049","-","0.153"
"2017/01/10","03:12","-0.106","-","0.095"
"2017/01/10","03:18","-0.16","-","0.044"
"2017/01/10","03:24","-0.209","-","-0.008"
"2017/01/10","03:30","-0.254","-","-0.048"
"2017/01/10","03:36","-0.295","-","-0.091"
"2017/01/10","03:42","-0.331","-","-0.131"
"2017/01/10","03:48","-0.363","-","-0.164"
"2017/01/10","03:54","-0.391","-","-0.189"
"2017/01/10","04:00","-0.414","-","-0.213"
"2017/01/10","04:06","-0.432","-","-0.237"
"2017/01/10","04:12","-0.446","-","-0.248"
"2017/01/10","04:18","-0.455","-","-0.26"
"2017/01/10","04:24","-0.46","-","-0.265"
"2017/01/10","04:30","-0.46","-","-0.268"
"2017/01/10","04:36","-0.455","-","-0.256"
"2017/01/10","04:42","-0.446","-","-0.25"
"2017/01/10","04:48","-0.433","-","-0.242"
