"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2017/01/26","10:00","2.418","-","2.452"
"2017/01/26","10:06","2.486","-","2.519"
"2017/01/26","10:12","2.552","-","2.59"
"2017/01/26","10:18","2.617","-","2.651"
"2017/01/26","10:24","2.679","-","2.716"
"2017/01/26","10:30","2.74","-","2.776"
"2017/01/26","10:36","2.798","-","2.833"
"2017/01/26","10:42","2.854","-","2.892"
"2017/01/26","10:48","2.908","-","2.942"
"2017/01/26","10:54","2.96","-","2.993"
"2017/01/26","11:00","3.009","-","3.041"
"2017/01/26","11:06","3.056","-","3.089"
"2017/01/26","11:12","3.1","-","3.131"
"2017/01/26","11:18","3.142","-","3.178"
"2017/01/26","11:24","3.182","-","3.214"
"2017/01/26","11:30","3.219","-","3.251"
"2017/01/26","11:36","3.254","-","3.279"
"2017/01/26","11:42","3.286","-","3.308"
"2017/01/26","11:48","3.317","-","3.336"
"2017/01/26","11:54","3.344","-","3.361"
"2017/01/26","12:00","3.37","-","3.384"
"2017/01/26","12:06","3.393","-","3.405"
"2017/01/26","12:12","3.414","-","3.426"
"2017/01/26","12:18","3.432","-","3.436"
"2017/01/26","12:24","3.449","-","3.448"
"2017/01/26","12:30","3.463","-","3.454"
"2017/01/26","12:36","3.475","-","3.467"
"2017/01/26","12:42","3.485","-","3.464"
"2017/01/26","12:48","3.493","-","3.47"
"2017/01/26","12:54","3.498","-","3.471"
"2017/01/26","13:00","3.502","-","3.47"
"2017/01/26","13:06","3.503","-","3.462"
"2017/01/26","13:12","3.502","-","3.46"
"2017/01/26","13:18","3.499","-","3.453"
"2017/01/26","13:24","3.494","-","3.441"
"2017/01/26","13:30","3.487","-","3.432"
"2017/01/26","13:36","3.478","-","3.42"
"2017/01/26","13:42","3.467","-","3.407"
"2017/01/26","13:48","3.454","-","3.389"
"2017/01/26","13:54","3.439","-","3.372"
"2017/01/26","14:00","3.422","-","3.347"
"2017/01/26","14:06","3.403","-","3.333"
"2017/01/26","14:12","3.382","-","3.313"
"2017/01/26","14:18","3.36","-","3.291"
"2017/01/26","14:24","3.335","-","3.273"
"2017/01/26","14:30","3.309","-","3.248"
"2017/01/26","14:36","3.281","-","3.224"
"2017/01/26","14:42","3.252","-","3.197"
"2017/01/26","14:48","3.221","-","3.173"
"2017/01/26","14:54","3.189","-","3.142"
"2017/01/26","15:00","3.155","-","3.113"
"2017/01/26","15:06","3.12","-","3.086"
"2017/01/26","15:12","3.085","-","3.056"
"2017/01/26","15:18","3.048","-","3.02"
"2017/01/26","15:24","3.011","-","2.99"
"2017/01/26","15:30","2.973","-","2.957"
"2017/01/26","15:36","2.934","-","2.925"
"2017/01/26","15:42","2.896","-","2.883"
"2017/01/26","15:48","2.857","-","2.845"
"2017/01/26","15:54","2.818","-","2.803"
"2017/01/26","16:00","2.779","-","2.767"
"2017/01/26","16:06","2.741","-","2.725"
"2017/01/26","16:12","2.703","-","2.685"
"2017/01/26","16:18","2.666","-","2.643"
"2017/01/26","16:24","2.63","-","2.607"
"2017/01/26","16:30","2.594","-","2.564"
"2017/01/26","16:36","2.56","-","2.526"
"2017/01/26","16:42","2.527","-","2.492"
"2017/01/26","16:48","2.495","-","2.457"
"2017/01/26","16:54","2.464","-","2.427"
"2017/01/26","17:00","2.436","-","2.389"
"2017/01/26","17:06","2.408","-","2.359"
"2017/01/26","17:12","2.383","-","2.323"
"2017/01/26","17:18","2.359","-","2.299"
"2017/01/26","17:24","2.338","-","2.277"
"2017/01/26","17:30","2.318","-","2.256"
"2017/01/26","17:36","2.3","-","2.239"
"2017/01/26","17:42","2.284","-","2.217"
"2017/01/26","17:48","2.27","-","2.204"
"2017/01/26","17:54","2.258","-","2.188"
"2017/01/26","18:00","2.248","-","2.181"
"2017/01/26","18:06","2.24","-","2.168"
"2017/01/26","18:12","2.234","-","2.166"
"2017/01/26","18:18","2.23","-","2.164"
"2017/01/26","18:24","2.229","-","2.163"
"2017/01/26","18:30","2.229","-","2.164"
"2017/01/26","18:36","2.231","-","2.168"
"2017/01/26","18:42","2.235","-","2.175"
"2017/01/26","18:48","2.24","-","2.182"
"2017/01/26","18:54","2.248","-","2.197"
"2017/01/26","19:00","2.257","-","2.208"
"2017/01/26","19:06","2.269","-","2.225"
"2017/01/26","19:12","2.281","-","2.243"
"2017/01/26","19:18","2.296","-","2.258"
"2017/01/26","19:24","2.312","-","2.277"
"2017/01/26","19:30","2.329","-","2.296"
"2017/01/26","19:36","2.348","-","2.316"
"2017/01/26","19:42","2.368","-","2.346"
"2017/01/26","19:48","2.39","-","2.372"
"2017/01/26","19:54","2.413","-","2.399"
"2017/01/26","20:00","2.437","-","2.423"
"2017/01/26","20:06","2.463","-","2.446"
"2017/01/26","20:12","2.489","-","2.466"
"2017/01/26","20:18","2.516","-","2.492"
"2017/01/26","20:24","2.544","-","2.52"
"2017/01/26","20:30","2.573","-","2.549"
"2017/01/26","20:36","2.603","-","2.577"
"2017/01/26","20:42","2.633","-","2.61"
"2017/01/26","20:48","2.664","-","2.641"
"2017/01/26","20:54","2.695","-","2.661"
"2017/01/26","21:00","2.726","-","2.686"
"2017/01/26","21:06","2.757","-","2.72"
"2017/01/26","21:12","2.788","-","2.748"
"2017/01/26","21:18","2.819","-","2.779"
"2017/01/26","21:24","2.85","-","2.806"
"2017/01/26","21:30","2.88","-","2.837"
"2017/01/26","21:36","2.91","-","2.862"
"2017/01/26","21:42","2.938","-","2.886"
"2017/01/26","21:48","2.966","-","2.915"
"2017/01/26","21:54","2.993","-","2.943"
"2017/01/26","22:00","3.018","-","2.973"
"2017/01/26","22:06","3.043","-","3.007"
"2017/01/26","22:12","3.065","-","3.025"
"2017/01/26","22:18","3.086","-","3.044"
"2017/01/26","22:24","3.105","-","3.065"
"2017/01/26","22:30","3.123","-","3.08"
"2017/01/26","22:36","3.138","-","3.101"
"2017/01/26","22:42","3.151","-","3.117"
"2017/01/26","22:48","3.161","-","3.133"
"2017/01/26","22:54","3.17","-","3.14"
"2017/01/26","23:00","3.176","-","3.151"
"2017/01/26","23:06","3.179","-","3.155"
"2017/01/26","23:12","3.18","-","3.153"
"2017/01/26","23:18","3.178","-","3.155"
"2017/01/26","23:24","3.173","-","3.157"
"2017/01/26","23:30","3.165","-","3.141"
"2017/01/26","23:36","3.155","-","3.133"
"2017/01/26","23:42","3.142","-","3.124"
"2017/01/26","23:48","3.126","-","3.106"
"2017/01/26","23:54","3.107","-","3.084"
"2017/01/27","00:00","3.086","-","3.073"
"2017/01/27","00:06","3.062","-","3.047"
"2017/01/27","00:12","3.034","-","3.017"
"2017/01/27","00:18","3.005","-","2.991"
"2017/01/27","00:24","2.972","-","2.957"
"2017/01/27","00:30","2.937","-","2.916"
"2017/01/27","00:36","2.899","-","2.881"
"2017/01/27","00:42","2.859","-","2.839"
"2017/01/27","00:48","2.816","-","2.798"
"2017/01/27","00:54","2.77","-","2.755"
"2017/01/27","01:00","2.722","-","2.703"
"2017/01/27","01:06","2.672","-","2.658"
"2017/01/27","01:12","2.619","-","2.598"
"2017/01/27","01:18","2.565","-","2.546"
"2017/01/27","01:24","2.508","-","2.487"
"2017/01/27","01:30","2.449","-","2.428"
"2017/01/27","01:36","2.387","-","2.365"
"2017/01/27","01:42","2.324","-","2.302"
"2017/01/27","01:48","2.259","-","2.235"
"2017/01/27","01:54","2.192","-","2.167"
"2017/01/27","02:00","2.124","-","2.098"
"2017/01/27","02:06","2.054","-","2.029"
"2017/01/27","02:12","1.982","-","1.953"
"2017/01/27","02:18","1.909","-","1.885"
"2017/01/27","02:24","1.834","-","1.803"
"2017/01/27","02:30","1.759","-","1.722"
"2017/01/27","02:36","1.682","-","1.646"
"2017/01/27","02:42","1.604","-","1.562"
"2017/01/27","02:48","1.525","-","1.479"
"2017/01/27","02:54","1.446","-","1.395"
"2017/01/27","03:00","1.367","-","1.317"
"2017/01/27","03:06","1.287","-","1.226"
"2017/01/27","03:12","1.206","-","1.143"
"2017/01/27","03:18","1.126","-","1.057"
"2017/01/27","03:24","1.047","-","0.972"
"2017/01/27","03:30","0.967","-","0.884"
"2017/01/27","03:36","0.888","-","0.8"
"2017/01/27","03:42","0.811","-","0.719"
"2017/01/27","03:48","0.734","-","0.634"
"2017/01/27","03:54","0.658","-","0.559"
"2017/01/27","04:00","0.584","-","0.485"
"2017/01/27","04:06","0.512","-","0.407"
"2017/01/27","04:12","0.442","-","0.335"
"2017/01/27","04:18","0.374","-","0.264"
"2017/01/27","04:24","0.308","-","0.194"
"2017/01/27","04:30","0.246","-","0.136"
"2017/01/27","04:36","0.185","-","0.068"
"2017/01/27","04:42","0.128","-","0.017"
"2017/01/27","04:48","0.075","-","-0.035"
"2017/01/27","04:54","0.024","-","-0.093"
"2017/01/27","05:00","-0.023","-","-0.131"
"2017/01/27","05:06","-0.066","-","-0.173"
"2017/01/27","05:12","-0.105","-","-0.21"
"2017/01/27","05:18","-0.141","-","-0.248"
"2017/01/27","05:24","-0.172","-","-0.279"
"2017/01/27","05:30","-0.199","-","-0.31"
"2017/01/27","05:36","-0.222","-","-0.337"
"2017/01/27","05:42","-0.24","-","-0.357"
"2017/01/27","05:48","-0.255","-","-0.375"
"2017/01/27","05:54","-0.265","-","-0.386"
"2017/01/27","06:00","-0.27","-","-0.391"
"2017/01/27","06:06","-0.271","-","-0.387"
"2017/01/27","06:12","-0.268","-","-0.388"
"2017/01/27","06:18","-0.261","-","-0.38"
"2017/01/27","06:24","-0.249","-","-0.367"
"2017/01/27","06:30","-0.233","-","-0.355"
"2017/01/27","06:36","-0.213","-","-0.336"
"2017/01/27","06:42","-0.189","-","-0.304"
"2017/01/27","06:48","-0.161","-","-0.276"
"2017/01/27","06:54","-0.129","-","-0.246"
"2017/01/27","07:00","-0.094","-","-0.201"
"2017/01/27","07:06","-0.055","-","-0.165"
"2017/01/27","07:12","-0.012","-","-0.118"
"2017/01/27","07:18","0.034","-","-0.072"
"2017/01/27","07:24","0.084","-","-0.019"
"2017/01/27","07:30","0.136","-","0.032"
"2017/01/27","07:36","0.191","-","0.083"
"2017/01/27","07:42","0.25","-","0.139"
"2017/01/27","07:48","0.31","-","0.198"
"2017/01/27","07:54","0.374","-","0.255"
"2017/01/27","08:00","0.44","-","0.315"
"2017/01/27","08:06","0.508","-","0.383"
"2017/01/27","08:12","0.578","-","0.449"
"2017/01/27","08:18","0.651","-","0.52"
"2017/01/27","08:24","0.725","-","0.595"
"2017/01/27","08:30","0.8","-","0.667"
"2017/01/27","08:36","0.878","-","0.744"
"2017/01/27","08:42","0.956","-","0.825"
"2017/01/27","08:48","1.036","-","0.906"
"2017/01/27","08:54","1.117","-","0.991"
"2017/01/27","09:00","1.199","-","1.075"
"2017/01/27","09:06","1.282","-","1.161"
"2017/01/27","09:12","1.365","-","1.247"
"2017/01/27","09:18","1.449","-","1.339"
"2017/01/27","09:24","1.533","-","1.427"
"2017/01/27","09:30","1.616","-","1.515"
"2017/01/27","09:36","1.7","-","1.602"
"2017/01/27","09:42","1.784","-","1.698"
"2017/01/27","09:48","1.867","-","1.78"
"2017/01/27","09:54","1.95","-","1.862"
"2017/01/27","10:00","2.032","-","1.945"
"2017/01/27","10:06","2.113","-","2.026"
"2017/01/27","10:12","2.193","-","2.107"
"2017/01/27","10:18","2.272","-","2.187"
"2017/01/27","10:24","2.349","-","2.268"
"2017/01/27","10:30","2.425","-","2.344"
"2017/01/27","10:36","2.499","-","2.418"
"2017/01/27","10:42","2.571","-","2.501"
"2017/01/27","10:48","2.642","-","2.572"
"2017/01/27","10:54","2.71","-","2.634"
"2017/01/27","11:00","2.776","-","2.697"
"2017/01/27","11:06","2.84","-","2.764"
"2017/01/27","11:12","2.901","-","2.823"
"2017/01/27","11:18","2.961","-","2.871"
"2017/01/27","11:24","3.017","-","2.939"
"2017/01/27","11:30","3.071","-","2.99"
"2017/01/27","11:36","3.123","-","3.038"
"2017/01/27","11:42","3.171","-","3.092"
"2017/01/27","11:48","3.217","-","3.13"
"2017/01/27","11:54","3.261","-","3.173"
"2017/01/27","12:00","3.301","-","3.209"
"2017/01/27","12:06","3.339","-","3.244"
"2017/01/27","12:12","3.374","-","3.269"
"2017/01/27","12:18","3.406","-","3.301"
"2017/01/27","12:24","3.436","-","3.332"
"2017/01/27","12:30","3.463","-","3.351"
"2017/01/27","12:36","3.487","-","3.368"
"2017/01/27","12:42","3.509","-","3.397"
"2017/01/27","12:48","3.528","-","3.41"
"2017/01/27","12:54","3.544","-","3.423"
"2017/01/27","13:00","3.558","-","3.441"
"2017/01/27","13:06","3.569","-","3.453"
"2017/01/27","13:12","3.578","-","3.452"
"2017/01/27","13:18","3.585","-","3.454"
"2017/01/27","13:24","3.589","-","3.462"
"2017/01/27","13:30","3.591","-","3.465"
"2017/01/27","13:36","3.59","-","3.463"
"2017/01/27","13:42","3.587","-","3.452"
"2017/01/27","13:48","3.582","-","3.446"
"2017/01/27","13:54","3.575","-","3.435"
"2017/01/27","14:00","3.566","-","3.419"
"2017/01/27","14:06","3.554","-","3.409"
"2017/01/27","14:12","3.54","-","3.394"
"2017/01/27","14:18","3.524","-","3.378"
"2017/01/27","14:24","3.506","-","3.36"
"2017/01/27","14:30","3.487","-","3.341"
"2017/01/27","14:36","3.465","-","3.315"
"2017/01/27","14:42","3.441","-","3.305"
"2017/01/27","14:48","3.415","-","3.28"
"2017/01/27","14:54","3.387","-","3.254"
"2017/01/27","15:00","3.358","-","3.235"
"2017/01/27","15:06","3.327","-","3.211"
"2017/01/27","15:12","3.294","-","3.174"
"2017/01/27","15:18","3.26","-","3.143"
"2017/01/27","15:24","3.224","-","3.12"
"2017/01/27","15:30","3.187","-","3.088"
"2017/01/27","15:36","3.148","-","3.052"
"2017/01/27","15:42","3.109","-","3.024"
"2017/01/27","15:48","3.069","-","2.993"
"2017/01/27","15:54","3.027","-","2.946"
"2017/01/27","16:00","2.985","-","2.912"
"2017/01/27","16:06","2.942","-","2.872"
"2017/01/27","16:12","2.899","-","2.828"
"2017/01/27","16:18","2.856","-","2.774"
"2017/01/27","16:24","2.813","-","2.743"
"2017/01/27","16:30","2.769","-","2.696"
"2017/01/27","16:36","2.726","-","2.649"
"2017/01/27","16:42","2.684","-","2.603"
"2017/01/27","16:48","2.642","-","2.567"
"2017/01/27","16:54","2.6","-","2.517"
"2017/01/27","17:00","2.56","-","2.478"
"2017/01/27","17:06","2.521","-","2.445"
"2017/01/27","17:12","2.483","-","2.398"
"2017/01/27","17:18","2.446","-","2.359"
"2017/01/27","17:24","2.411","-","2.322"
"2017/01/27","17:30","2.377","-","2.288"
"2017/01/27","17:36","2.346","-","2.25"
"2017/01/27","17:42","2.316","-","2.227"
"2017/01/27","17:48","2.288","-","2.198"
"2017/01/27","17:54","2.262","-","2.171"
"2017/01/27","18:00","2.239","-","2.147"
"2017/01/27","18:06","2.217","-","2.127"
"2017/01/27","18:12","2.198","-","2.098"
"2017/01/27","18:18","2.181","-","2.081"
"2017/01/27","18:24","2.167","-","2.07"
"2017/01/27","18:30","2.155","-","2.05"
"2017/01/27","18:36","2.145","-","2.042"
"2017/01/27","18:42","2.138","-","2.043"
"2017/01/27","18:48","2.133","-","2.038"
"2017/01/27","18:54","2.13","-","2.031"
"2017/01/27","19:00","2.13","-","2.034"
"2017/01/27","19:06","2.131","-","2.041"
"2017/01/27","19:12","2.135","-","2.041"
"2017/01/27","19:18","2.141","-","2.055"
"2017/01/27","19:24","2.149","-","2.065"
"2017/01/27","19:30","2.16","-","2.079"
"2017/01/27","19:36","2.172","-","2.089"
"2017/01/27","19:42","2.186","-","2.109"
"2017/01/27","19:48","2.201","-","2.116"
"2017/01/27","19:54","2.219","-","2.137"
"2017/01/27","20:00","2.238","-","2.158"
"2017/01/27","20:06","2.259","-","2.179"
"2017/01/27","20:12","2.281","-","2.199"
"2017/01/27","20:18","2.305","-","2.223"
"2017/01/27","20:24","2.33","-","2.252"
"2017/01/27","20:30","2.356","-","2.275"
"2017/01/27","20:36","2.383","-","2.301"
"2017/01/27","20:42","2.412","-","2.33"
"2017/01/27","20:48","2.441","-","2.357"
"2017/01/27","20:54","2.471","-","2.389"
"2017/01/27","21:00","2.502","-","2.426"
"2017/01/27","21:06","2.534","-","2.455"
"2017/01/27","21:12","2.566","-","2.493"
"2017/01/27","21:18","2.599","-","2.519"
"2017/01/27","21:24","2.633","-","2.55"
"2017/01/27","21:30","2.666","-","2.584"
"2017/01/27","21:36","2.7","-","2.621"
"2017/01/27","21:42","2.733","-","2.647"
"2017/01/27","21:48","2.767","-","2.684"
"2017/01/27","21:54","2.8","-","2.715"
"2017/01/27","22:00","2.833","-","2.748"
"2017/01/27","22:06","2.865","-","2.777"
"2017/01/27","22:12","2.897","-","2.812"
"2017/01/27","22:18","2.928","-","2.848"
"2017/01/27","22:24","2.958","-","2.878"
"2017/01/27","22:30","2.987","-","2.911"
"2017/01/27","22:36","3.014","-","2.938"
"2017/01/27","22:42","3.041","-","2.966"
"2017/01/27","22:48","3.065","-","2.997"
"2017/01/27","22:54","3.088","-","3.021"
"2017/01/27","23:00","3.11","-","3.056"
"2017/01/27","23:06","3.129","-","3.078"
"2017/01/27","23:12","3.146","-","3.094"
"2017/01/27","23:18","3.161","-","3.114"
"2017/01/27","23:24","3.174","-","3.128"
"2017/01/27","23:30","3.184","-","3.135"
"2017/01/27","23:36","3.192","-","3.145"
"2017/01/27","23:42","3.197","-","3.155"
"2017/01/27","23:48","3.2","-","3.16"
"2017/01/27","23:54","3.2","-","3.153"
"2017/01/28","00:00","3.197","-","3.152"
"2017/01/28","00:06","3.191","-","3.157"
"2017/01/28","00:12","3.182","-","3.144"
"2017/01/28","00:18","3.17","-","3.134"
"2017/01/28","00:24","3.155","-","3.123"
"2017/01/28","00:30","3.138","-","3.098"
"2017/01/28","00:36","3.117","-","3.077"
"2017/01/28","00:42","3.094","-","3.047"
"2017/01/28","00:48","3.067","-","3.012"
"2017/01/28","00:54","3.038","-","3.001"
"2017/01/28","01:00","3.005","-","2.964"
"2017/01/28","01:06","2.97","-","2.914"
"2017/01/28","01:12","2.932","-","2.883"
"2017/01/28","01:18","2.892","-","2.844"
"2017/01/28","01:24","2.848","-","2.787"
"2017/01/28","01:30","2.802","-","2.74"
"2017/01/28","01:36","2.754","-","2.699"
"2017/01/28","01:42","2.703","-","2.645"
"2017/01/28","01:48","2.649","-","2.586"
"2017/01/28","01:54","2.594","-","2.533"
"2017/01/28","02:00","2.535","-","2.473"
"2017/01/28","02:06","2.475","-","2.406"
"2017/01/28","02:12","2.413","-","2.351"
"2017/01/28","02:18","2.348","-","2.294"
"2017/01/28","02:24","2.282","-","2.229"
"2017/01/28","02:30","2.214","-","2.15"
"2017/01/28","02:36","2.144","-","2.078"
"2017/01/28","02:42","2.072","-","2.005"
"2017/01/28","02:48","1.998","-","1.926"
"2017/01/28","02:54","1.924","-","1.836"
"2017/01/28","03:00","1.847","-","1.754"
"2017/01/28","03:06","1.77","-","1.685"
"2017/01/28","03:12","1.692","-","1.602"
"2017/01/28","03:18","1.612","-","1.505"
"2017/01/28","03:24","1.532","-","1.426"
"2017/01/28","03:30","1.451","-","1.345"
"2017/01/28","03:36","1.369","-","1.259"
"2017/01/28","03:42","1.287","-","1.168"
"2017/01/28","03:48","1.205","-","1.086"
"2017/01/28","03:54","1.123","-","0.997"
"2017/01/28","04:00","1.041","-","0.909"
"2017/01/28","04:06","0.959","-","0.816"
"2017/01/28","04:12","0.878","-","0.748"
"2017/01/28","04:18","0.798","-","0.663"
"2017/01/28","04:24","0.718","-","0.573"
"2017/01/28","04:30","0.64","-","0.496"
"2017/01/28","04:36","0.564","-","0.428"
"2017/01/28","04:42","0.489","-","0.348"
"2017/01/28","04:48","0.416","-","0.264"
"2017/01/28","04:54","0.345","-","0.191"
"2017/01/28","05:00","0.277","-","0.13"
"2017/01/28","05:06","0.211","-","0.061"
"2017/01/28","05:12","0.148","-","-0.008"
"2017/01/28","05:18","0.088","-","-0.052"
"2017/01/28","05:24","0.031","-","-0.115"
"2017/01/28","05:30","-0.022","-","-0.161"
"2017/01/28","05:36","-0.071","-","-0.2"
"2017/01/28","05:42","-0.117","-","-0.245"
"2017/01/28","05:48","-0.159","-","-0.281"
"2017/01/28","05:54","-0.197","-","-0.323"
"2017/01/28","06:00","-0.231","-","-0.351"
"2017/01/28","06:06","-0.26","-","-0.386"
"2017/01/28","06:12","-0.284","-","-0.403"
"2017/01/28","06:18","-0.305","-","-0.428"
"2017/01/28","06:24","-0.32","-","-0.448"
"2017/01/28","06:30","-0.331","-","-0.453"
"2017/01/28","06:36","-0.338","-","-0.467"
"2017/01/28","06:42","-0.339","-","-0.467"
"2017/01/28","06:48","-0.337","-","-0.465"
"2017/01/28","06:54","-0.329","-","-0.46"
"2017/01/28","07:00","-0.317","-","-0.447"
"2017/01/28","07:06","-0.3","-","-0.431"
"2017/01/28","07:12","-0.279","-","-0.408"
"2017/01/28","07:18","-0.254","-","-0.381"
"2017/01/28","07:24","-0.224","-","-0.347"
"2017/01/28","07:30","-0.19","-","-0.306"
"2017/01/28","07:36","-0.152","-","-0.265"
"2017/01/28","07:42","-0.11","-","-0.215"
"2017/01/28","07:48","-0.065","-","-0.173"
"2017/01/28","07:54","-0.015","-","-0.112"
"2017/01/28","08:00","0.037","-","-0.054"
"2017/01/28","08:06","0.093","-","-0.005"
"2017/01/28","08:12","0.153","-","0.057"
"2017/01/28","08:18","0.215","-","0.109"
"2017/01/28","08:24","0.28","-","0.174"
"2017/01/28","08:30","0.348","-","0.237"
"2017/01/28","08:36","0.418","-","0.298"
"2017/01/28","08:42","0.491","-","0.368"
"2017/01/28","08:48","0.565","-","0.434"
"2017/01/28","08:54","0.642","-","0.51"
"2017/01/28","09:00","0.721","-","0.589"
"2017/01/28","09:06","0.801","-","0.671"
"2017/01/28","09:12","0.883","-","0.751"
"2017/01/28","09:18","0.967","-","0.831"
"2017/01/28","09:24","1.051","-","0.916"
"2017/01/28","09:30","1.137","-","1.004"
"2017/01/28","09:36","1.223","-","1.087"
"2017/01/28","09:42","1.31","-","1.18"
"2017/01/28","09:48","1.398","-","1.276"
"2017/01/28","09:54","1.485","-","1.372"
"2017/01/28","10:00","1.574","-","1.462"
"2017/01/28","10:06","1.662","-","1.557"
"2017/01/28","10:12","1.75","-","1.643"
"2017/01/28","10:18","1.837","-","1.73"
"2017/01/28","10:24","1.924","-","1.817"
"2017/01/28","10:30","2.011","-","1.905"
"2017/01/28","10:36","2.096","-","1.989"
"2017/01/28","10:42","2.181","-","2.063"
"2017/01/28","10:48","2.265","-","2.154"
"2017/01/28","10:54","2.347","-","2.24"
"2017/01/28","11:00","2.427","-","2.315"
"2017/01/28","11:06","2.506","-","2.394"
"2017/01/28","11:12","2.584","-","2.467"
"2017/01/28","11:18","2.659","-","2.546"
"2017/01/28","11:24","2.732","-","2.604"
"2017/01/28","11:30","2.803","-","2.678"
